"";"record_id";"other_titles";"publisher";"country_of_publication";"main_topic";"data_type";"related_resources";"holdings";"holdings_begin";"holdings_end";"issn";"arabic_abstract";"english_abstract";"french_abstract";"canonical";"title"
"727";"BIM-522946";"al-ʻAdalah wa-al-Qanun";"The Palestinian Center for the Independence of the Judiciary and the Legal Profession";"Palestine (West Bank)";"Law";"Journals";NA;17;2009-01-31;2019-07-31;NA;"مجلة ""العدالة و القانون"" تصدر عن المركز الفلسطيني لاستقلال المحاماة و القضاء ""مساواة"" و الغاية من إصدارها تكمن في تشجيع التعليق على الأحكام و القرارات القضائية وفقا للضوابط و المعايير القانونية ذات الصلة، عملا بالقاعدة الفقهية التي تعتبر القرارات و الأحكام القضائية عنوانا للحقيقة، و إن لم تكن بالضرورة عينها.";NA;NA;"https://search.emarefa.net/detail/BIM-522946";" العدالة و القانون"
"728";"BIM-533217";"Abhath : Refereed Journal-Quarterly";"Hodeidah University Faculty of Education";"Yemen";"Human Sciences (Multidisciplinary)";"Journals";NA;12;2014-06-30;2019-12-31;"2617-3158";"مجلة علمية محكمة دورية ربع سنوية متخصصة في العلوم الإنسانية، تصدر عن كلية التربية بالحديدة-جامعة الحديدة،";NA;NA;"https://search.emarefa.net/detail/BIM-533217";" أبحاث"
"729";"BIM-535284";NA;"Department of Statistics";"Jordan";"Social Sciences (Multidisciplinary)Periodic Statistical ReportsMedicine";"Journals";" مسح السكان و الصحة الأسرية في الأردن ";2;2010-05-31;2013-03-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-535284";" Jordan Population and Family Health Survey"
"730";"BIM-535844";"Mu’tah Journal for Research and Studies :";"Mutah University";"Jordan";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;8;1986-06-30;1989-12-31;NA;"مجلة علمية محكمة و مفهرسة تصدر عن جامعة مؤتة، تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الإنسانية و مختلف مجالات العلوم. ";NA;NA;"https://search.emarefa.net/detail/BIM-535844";" مؤتة للبحوث و الدراسات"
"731";"BIM-546678";NA;"Jordan Chamber of Industry Industrial Center of Economic Studies";"Jordan";"Periodic Statistical ReportsEconomy";"Journals";NA;1;2014-09-30;2014-09-30;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546678";" نشرة المؤشرات الاقتصادية للقطاع الصناعي الأردني"
"732";"BIM-546705";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Human Sciences (Multidisciplinary)Periodic Statistical ReportsEconomy";"Journals";NA;1;2014-10-31;2014-10-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546705";" مسح البحث و التطوير"
"733";"BIM-546717";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Human Sciences (Multidisciplinary)Periodic Statistical ReportsEconomy";"Journals";NA;1;2014-10-31;2014-10-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546717";" Research and Development Survey"
"734";"BIM-546719";"مسح البيئة التعليمي";"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEarth Science , Water and EnvironmentEducation";"Journals";NA;1;2014-11-30;2014-11-30;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546719";" مسح البيئة للقطاع التعليمي"
"735";"BIM-546753";"Educational Environment Survey";"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEarth Science , Water and EnvironmentEducation";"Journals";" مسح البيئة للقطاع التعليمي ";1;2014-11-30;2014-11-30;NA;NA;"Report Issued by Palestinian National Authority, Palestinian Central Bureau of Statistics / Palestine.";NA;"https://search.emarefa.net/detail/BIM-546753";" Environmental Survey for Education Sector"
"736";"BIM-546770";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomyCommerceEarth Science , Water and Environment";"Journals";NA;1;2014-12-31;2014-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546770";" البيئة و التنمية المستدامة في فلسطين"
"737";"BIM-546784";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Social Sciences (Multidisciplinary)Periodic Statistical Reports";"Journals";NA;1;2014-08-31;2014-08-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546784";" مسح استخدام الوقت"
"738";"BIM-546828";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Social Sciences (Multidisciplinary)Periodic Statistical Reports";"Journals";NA;1;2014-12-31;2014-12-31;NA;NA;"Report Issued by Palestinian National Authority, Palestinian Central Bureau of Statistics / Palestine.";NA;"https://search.emarefa.net/detail/BIM-546828";" Time Use Survey"
"739";"BIM-546849";"مسح الاستثمار الأجنبي للمؤسسات الفلسطينية";"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsCommerce";"Journals";NA;1;2018-11-30;2018-11-30;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546849";" مسح الاستثمار الأجنبي للمؤسسات المقيمة في فلسطين"
"740";"BIM-546877";"Foreign Investment Survey of Palestinian Enterprises";"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsCommerce";"Journals";" مسح الاستثمار الأجنبي للمؤسسات المقيمة في فلسطين ";1;2018-11-30;2018-11-30;NA;NA;"Report Issued by Palestinian National Authority, Palestinian Central Bureau of Statistics / Palestine.";NA;"https://search.emarefa.net/detail/BIM-546877";" Foreign Investment Survey of Resident Enterprises in Palestine"
"741";"BIM-546926";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomy";"Journals";NA;1;2014-12-31;2014-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-546926";" حسابات السياحة الفرعية"
"742";"BIM-546937";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomy";"Journals";" حسابات السياحة الفرعية ";1;2014-12-31;2014-12-31;NA;NA;"Report Issued by Palestinian National Authority, Palestinian Central Bureau of Statistics / Palestine.";NA;"https://search.emarefa.net/detail/BIM-546937";" Tourism Satellite Account"
"743";"BIM-547028";NA;"Central Statistical Bureau";"Kuwait";"Social Sciences (Multidisciplinary)Periodic Statistical Reports";"Journals";NA;2;2014-10-31;2015-10-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-547028";" نشرة إحصاءات الهجرة"
"744";"BIM-547048";NA;"Central Statistical Bureau";"Kuwait";"Periodic Statistical ReportsTelecommunications EngineeringInformation Technology and Computer Science";"Journals";" النشرة السنوية لإحصاءات الاتصالات و تكنولوجيا المعلومات ";2;2012-12-31;2013-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-547048";" Annual Statistical Bulletin of Communications and Information Technology"
"745";"BIM-547062";NA;"Central Statistical Bureau";"Kuwait";"Periodic Statistical ReportsPublic Health";"Journals";" Annual Bulletin of Health Statistics ";2;2012-12-31;2013-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-547062";" النشرة السنوية للإحصاءات الصحية"
"746";"BIM-547135";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomy";"Journals";NA;1;2016-05-31;2016-05-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-547135";" أداء الاقتصاد الفلسطيني"
"747";"BIM-547146";NA;"Palestinian National Authority Palestinian Central Bureau of Statistics";"Palestine (West Bank)";"Periodic Statistical ReportsEconomy";"Journals";NA;1;2016-05-31;2016-05-31;NA;NA;"Report Issued by Palestinian National Authority, Palestinian Central Bureau of Statistics / Palestine.";NA;"https://search.emarefa.net/detail/BIM-547146";" Performance of the Palestinian Economy"
"748";"BIM-547482";NA;"Office of Changes";"Morocco";"Periodic Statistical ReportsEconomyBanking and Financial Sciences";"Journals";NA;1;2014-03-31;2014-03-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-547482";" Balance des Paiements"
"749";"BIM-549384";"Journal of Law Research : a Biannual Refereed Bulletin";"Misurata University Faculty of Law";"Libya";"Law";"Journals";NA;11;2013-10-31;2019-01-31;NA;"مجلة علمية محكمة تصدر عن كلية القانون جامعة مصراتة / ليبيا تعني المجلة بنشر التالي : 1-البحوث و الدراسات القانونية و الشرعية و المقارنة. 2-نشر القوانين و الأحكام القضائية و التعليق عليها. ";NA;NA;"https://search.emarefa.net/detail/BIM-549384";" مجلة البحوث القانونية"
"750";"BIM-552905";"Ostour for Historical Studiesأسطور للدراسات التاريخية : علمية محكمة نصف سنويةأسطور : دورية نصف سنوية علمية محكمة تعنى بالدراسات التاريخية";"Arab Center for Research and Policy Studies";"Qatar";"Human Sciences (Multidisciplinary)History and Geography";"Journals";NA;10;2015-01-31;2019-07-31;"2410-0870";"أصدر المركز العربي للأبحاث و دراسة السياسات العدد الأوّل من المجلة النصف السنوية المحكّمة للدراسات التاريخية العلميّة المختصة ""أسطور""، لتكون رابع الدوريات المتخصصة المحكّمة التي يصدرها المركز إلى جانب ""عمران"" التي تعنى بالعلوم الاجتماعية و الإنسانية، و ""تبيّن"" التي تعنى بالدراسات الثقافية و الفكرية، و ""سياسات عربية"" التي تعنى بالعلوم السياسية و العلاقات الدولية.";NA;NA;"https://search.emarefa.net/detail/BIM-552905";" أسطور للدراسات التاريخية"
